,Unnamed: 0,Incident Number,Incident Date,Reason for Report,Impact of Incident,Country,State,County,City,Product Registration Number(s),Product Names,PC Codes,Active Ingredient(s),Overall Submission Description (may describe multiple incidents),clean
14866,14866,034319-00001,06/17/2021,Adverse Reaction,HD - Human - Minor,US,CA,Sutter,,059639-00209,Asana Xl Insecticide,109303,Esfenvalerate,"Region 9: Update of I034265. On June 17, 2021, the Sutter County Agricultural Commissioner's (CAC) office received a complaint from the California System for Pesticide Incident Reporting (CASPIR) from a family for a potential pesticide exposure. An application occurred directly across the street in a walnut orchard. The family reported they smelled a strong petroleum odor and the father, mother and son experienced burning throat, burning eyes, headache and nausea. (JK)","region 9: update i034265. on june 17, 2021, sutter county agricultural commissioner's (cac) office received complaint california system pesticide incident reporting (caspir) family potential pesticide exposure. an application occurred directly across street walnut orchard. the family reported smelled strong petroleum odor father, mother son experienced burning throat, burning eyes, headache nausea. (jk)"
14867,14867,034319-00001,06/17/2021,Adverse Reaction,HD - Human - Minor,US,CA,Sutter,,066222-00047,Apollo Sc Ovicide/Miticide,125501,Clofentezine,"Region 9: Update of I034265. On June 17, 2021, the Sutter County Agricultural Commissioner's (CAC) office received a complaint from the California System for Pesticide Incident Reporting (CASPIR) from a family for a potential pesticide exposure. An application occurred directly across the street in a walnut orchard. The family reported they smelled a strong petroleum odor and the father, mother and son experienced burning throat, burning eyes, headache and nausea. (JK)","region 9: update i034265. on june 17, 2021, sutter county agricultural commissioner's (cac) office received complaint california system pesticide incident reporting (caspir) family potential pesticide exposure. an application occurred directly across street walnut orchard. the family reported smelled strong petroleum odor father, mother son experienced burning throat, burning eyes, headache nausea. (jk)"
14877,14877,034338-00001,07/26/2021,Adverse Reaction,ON - Other Nontarget,US,MD,,Hagerstown,,,081901,Chlorothalonil,"EFED: July 2021, a bee kill incident investigation from Delaware. Chlorothalonil residues were detected in the affected colony.","efed: july 2021, bee kill incident investigation delaware. chlorothalonil residues detected affected colony."
14878,14878,034338-00002,07/26/2021,Adverse Reaction,ON - Other Nontarget,US,MD,,Hagerstown,,,020202,Unknown,"EFED: July 2021, a bee kill incident investigation from Delaware. Chlorothalonil residues were detected in the affected colony.","efed: july 2021, bee kill incident investigation delaware. chlorothalonil residues detected affected colony."
14879,14879,034338-00002,07/26/2021,Adverse Reaction,ON - Other Nontarget,US,MD,,Hagerstown,,,,No Pesticides Detected,"EFED: July 2021, a bee kill incident investigation from Delaware. Chlorothalonil residues were detected in the affected colony.","efed: july 2021, bee kill incident investigation delaware. chlorothalonil residues detected affected colony."
14880,14880,034341-00001,08/03/2021,Adverse Reaction,ON - Other Nontarget,US,WI,,,,Silence,128897,lambda-Cyhalothrin,"NPIC: Aug. 2021, a bee incident related to aerial application of Silence (a.i. lambda cyhalothrin)to a plot of land in Wisconsin. ","npic: aug. 2021, bee incident related aerial application silence (a.i. lambda cyhalothrin)to plot land wisconsin."
14881,14881,034345-00001,08/04/2021,Adverse Reaction,"HB - Human - Major, HC - Human - Moderate",US,IL,,,,Ace 2 (Adjuvant),,Unknown,"NPIC: Aug. 2021, an agricultural foreman reported a lack of safety data sheets, personal protective equipment, and proper disposal of pesticides/containers, including dumping, on a farm, 2)
A mother reported her 9-year-old daughter had a sore throat and tingly mouth after a next door agricultural application of bifenthrin.","npic: aug. 2021, agricultural foreman reported lack safety data sheets, personal protective equipment, proper disposal pesticides/containers, including dumping, farm, 2) a mother reported 9-year-old daughter sore throat tingly mouth next door agricultural application bifenthrin."
14882,14882,034345-00001,08/04/2021,Adverse Reaction,"HB - Human - Major, HC - Human - Moderate",US,IL,,,,,,Enhancer-2 (Adjuvant),"NPIC: Aug. 2021, an agricultural foreman reported a lack of safety data sheets, personal protective equipment, and proper disposal of pesticides/containers, including dumping, on a farm, 2)
A mother reported her 9-year-old daughter had a sore throat and tingly mouth after a next door agricultural application of bifenthrin.","npic: aug. 2021, agricultural foreman reported lack safety data sheets, personal protective equipment, proper disposal pesticides/containers, including dumping, farm, 2) a mother reported 9-year-old daughter sore throat tingly mouth next door agricultural application bifenthrin."
14883,14883,034345-00001,08/04/2021,Adverse Reaction,"HB - Human - Major, HC - Human - Moderate",US,IL,,,,,,Ace 2 (Adjuvant),"NPIC: Aug. 2021, an agricultural foreman reported a lack of safety data sheets, personal protective equipment, and proper disposal of pesticides/containers, including dumping, on a farm, 2)
A mother reported her 9-year-old daughter had a sore throat and tingly mouth after a next door agricultural application of bifenthrin.","npic: aug. 2021, agricultural foreman reported lack safety data sheets, personal protective equipment, proper disposal pesticides/containers, including dumping, farm, 2) a mother reported 9-year-old daughter sore throat tingly mouth next door agricultural application bifenthrin."
14884,14884,034345-00001,08/04/2021,Adverse Reaction,"HB - Human - Major, HC - Human - Moderate",US,IL,,,,Enhan-Cer 2,,Poly-D-Glucosamine,"NPIC: Aug. 2021, an agricultural foreman reported a lack of safety data sheets, personal protective equipment, and proper disposal of pesticides/containers, including dumping, on a farm, 2)
A mother reported her 9-year-old daughter had a sore throat and tingly mouth after a next door agricultural application of bifenthrin.","npic: aug. 2021, agricultural foreman reported lack safety data sheets, personal protective equipment, proper disposal pesticides/containers, including dumping, farm, 2) a mother reported 9-year-old daughter sore throat tingly mouth next door agricultural application bifenthrin."
14885,14885,034345-00002,08/05/2021,Adverse Reaction,"HD - Human - Minor, HE - Human - Unspecified",US,IL,,,,Unknown Product,128825,Bifenthrin,"NPIC: Aug. 2021, an agricultural foreman reported a lack of safety data sheets, personal protective equipment, and proper disposal of pesticides/containers, including dumping, on a farm, 2)
A mother reported her 9-year-old daughter had a sore throat and tingly mouth after a next door agricultural application of bifenthrin.","npic: aug. 2021, agricultural foreman reported lack safety data sheets, personal protective equipment, proper disposal pesticides/containers, including dumping, farm, 2) a mother reported 9-year-old daughter sore throat tingly mouth next door agricultural application bifenthrin."
14886,14886,034346-00001,08/13/2021,Adverse Reaction,HD - Human - Minor,US,CA,San Bernardino,,,Unknown Product,020501,Chlorine,"Region 9: On August 16, 2021, the California Poison Control system issued a total of 5 Pesticide Incident Reports (PIR) for a 12-year-old male, a 10-year-old male, a 8-year old male, a 4 year-old male, and a 2- year-old female, who were exposed to chlorine gas (EPA No. unknown at this time) at a public pool on August 13. The victims experienced symptoms including respiratory issues, eye irritation, nausea, nasal flaring, and/or a combination of these symptoms. (JK)","region 9: on august 16, 2021, california poison control system issued total 5 pesticide incident reports (pir) 12-year-old male, 10-year-old male, 8-year old male, 4 year-old male, 2- year-old female, exposed chlorine gas (epa no. unknown time) public pool august 13. the victims experienced symptoms including respiratory issues, eye irritation, nausea, nasal flaring, and/or combination symptoms. (jk)"
14904,14904,034356-00001,07/24/2021,Adverse Reaction,HD - Human - Minor,US,CA,Monterey,,000264-01090,Luna Sensation,"080302, 129112","Fluopyram, Trifloxystrobin","Region 9: update to I034279-001, On July 24, at approximately 6:00 am, an aerial application of Luna Sensation, Radiant SC, Fenvalostar Insecticide,and Response Activator Adjuvant was made to a 32 acres artichoke field. At approximately 7:00 am, a crew of 38 fieldworkers began harvesting strawberries in a field located south west of the application site. Some fieldworkers reported experiencing illness symptoms so
emergency services were contacted. One fieldworker was transported by ambulance to a medical care facility.","region 9: update i034279-001, on july 24, approximately 6:00 am, aerial application luna sensation, radiant sc, fenvalostar insecticide,and response activator adjuvant made 32 acres artichoke field. at approximately 7:00 am, crew 38 fieldworkers began harvesting strawberries field located south west application site. some fieldworkers reported experiencing illness symptoms emergency services contacted. one fieldworker transported ambulance medical care facility."
14905,14905,034356-00001,07/24/2021,Adverse Reaction,HD - Human - Minor,US,CA,Monterey,,071532-00021-091026,S-Fenvalostar,109303,Esfenvalerate,"Region 9: update to I034279-001, On July 24, at approximately 6:00 am, an aerial application of Luna Sensation, Radiant SC, Fenvalostar Insecticide,and Response Activator Adjuvant was made to a 32 acres artichoke field. At approximately 7:00 am, a crew of 38 fieldworkers began harvesting strawberries in a field located south west of the application site. Some fieldworkers reported experiencing illness symptoms so
emergency services were contacted. One fieldworker was transported by ambulance to a medical care facility.","region 9: update i034279-001, on july 24, approximately 6:00 am, aerial application luna sensation, radiant sc, fenvalostar insecticide,and response activator adjuvant made 32 acres artichoke field. at approximately 7:00 am, crew 38 fieldworkers began harvesting strawberries field located south west application site. some fieldworkers reported experiencing illness symptoms emergency services contacted. one fieldworker transported ambulance medical care facility."
14906,14906,034356-00001,07/24/2021,Adverse Reaction,HD - Human - Minor,US,CA,Monterey,,062719-00545,Radiant Sc Insecticide,110007,Spinetoram (amixture of spinetoram-J and spinetoram-L),"Region 9: update to I034279-001, On July 24, at approximately 6:00 am, an aerial application of Luna Sensation, Radiant SC, Fenvalostar Insecticide,and Response Activator Adjuvant was made to a 32 acres artichoke field. At approximately 7:00 am, a crew of 38 fieldworkers began harvesting strawberries in a field located south west of the application site. Some fieldworkers reported experiencing illness symptoms so
emergency services were contacted. One fieldworker was transported by ambulance to a medical care facility.","region 9: update i034279-001, on july 24, approximately 6:00 am, aerial application luna sensation, radiant sc, fenvalostar insecticide,and response activator adjuvant made 32 acres artichoke field. at approximately 7:00 am, crew 38 fieldworkers began harvesting strawberries field located south west application site. some fieldworkers reported experiencing illness symptoms emergency services contacted. one fieldworker transported ambulance medical care facility."
